name,categoria,calories,protein,carbs,fat,fiber,sugar,sodium,n_productos
Pulpa De Mango,JUGOS,80.0,0.0,20.0,0.0,2.0,14.0,20.0,3
Pastillas Sabor Naranja,CARAMELOS Y GOLOSINAS,400.0,,100.0,,,93.8,0.0,3
Galletitas Dulces Con Cacao Con Relleno Sabor Vainilla,GALLETITAS Y BARRAS,483.3,7.0,73.3,19.0,2.8,41.7,280.0,3
Pasta Seca De Semola Integral De Trigo Duro,PASTAS,348.8,13.8,66.2,2.4,7.0,3.2,0.0,3
Pastillas De Goma Fantasía Sabor A Durazno,CARAMELOS Y GOLOSINAS,328.6,5.7,76.2,0.0,0.0,52.4,57.1,3
Producto Panificado A Base De Harina De Trigo,MASAS Y PANADERÍA,290.9,7.1,49.1,6.0,2.5,2.0,274.6,3
Pastillas De Goma Fantasia Sabor Cola,CARAMELOS Y GOLOSINAS,350.0,6.5,81.2,0.0,0.0,49.9,30.0,3
Galletas Dulces Surtidas,GALLETITAS Y BARRAS,526.7,5.7,63.3,25.0,1.5,19.9,170.0,3
Caldo Sabor A Gallina Deshidratado,CALDOS Y SOPAS,294.7,0.0,27.4,21.1,0.0,2.1,15136.8,3
"Producto A Base De Harina De Trigo, Precocido, Con Aderezo Picante Sabor A Pollo",COMIDAS PREPARADAS,423.1,6.2,64.6,15.0,2.3,4.1,1037.5,3
Goma De Mascar Sabores Surtidos,CARAMELOS Y GOLOSINAS,266.7,0.0,80.0,0.0,0.0,80.0,0.0,3
Aceite De Sésamo,ACEITES Y GRASAS,869.2,0.0,0.0,92.3,0.0,,0.0,3
Agua Tonica Dietetica De Bajas Calorias,BEBIDAS ANALCOHÓLICAS,1.3,0.0,4.5,0.0,0.0,4.5,0.0,3
Vinagre De Vino,VINAGRES,140.0,,35.0,,,35.0,0.0,3
Figura De Baño De Reposteria Con Leche,CACAO Y CHOCOLATE,539.3,3.2,64.3,29.6,2.6,56.8,103.6,3
"Confites De Chocolate Con Leche, Colores Surtidos",CARAMELOS Y GOLOSINAS,484.0,6.0,72.0,19.6,0.0,68.0,0.0,3
Chupetin De Caramelo Duro Sabor A Frutilla Y Cereza,CARAMELOS Y GOLOSINAS,386.7,0.0,93.3,0.0,0.0,80.0,0.0,3
Confitura De Mango,CONFITURAS Y DULCES,200.0,,50.0,,,53.5,0.0,3
Barquillos,GALLETITAS Y BARRAS,370.0,6.7,73.3,3.3,1.7,21.7,0.0,3
Salsa Picante Y Agridulce A Base De Pimientos,SALSAS Y ADEREZOS,80.0,,20.0,,,33.0,2600.0,3
Bombones De Chocolate Amargo,CACAO Y CHOCOLATE,523.6,11.1,32.2,36.7,10.2,18.6,44.4,3
"Bombones De Chocolate Semiamargo Y Chocolate Con Leche, Rellenos Surtidos",CACAO Y CHOCOLATE,540.6,4.4,56.2,31.2,2.2,53.1,143.8,3
Alimento Con Cacao Para Preparar Bebida,CACAO Y CHOCOLATE,392.0,4.8,80.0,4.8,5.2,56.0,104.0,3
"Algas Marinas Procesadas, Tostadas Y Saladas",VEGETALES Y FRUTAS,600.0,20.0,,50.0,,,700.0,3
Repollitos De Bruselas En Conserva,VEGETALES Y FRUTAS,30.8,2.5,4.3,0.0,3.4,2.8,227.7,3
Mezcla A Base De Cereales Y Azucar Con Trozos De Chocolate Con Leche Y Chocolate Amargo,CEREALES Y HARINAS,450.0,10.0,72.5,16.0,7.0,30.0,220.0,3
Chupetín De Caramelo Duro Acido Sabor A Uva,CARAMELOS Y GOLOSINAS,409.1,0.0,100.0,0.0,0.0,100.0,58.8,3
Goma De Mascar Dietética Sabor A Tutti Frutti,CARAMELOS Y GOLOSINAS,266.7,0.0,70.0,0.0,0.0,60.0,0.0,3
Chupetines De Caramelo Duro Acido Sabores Surtidos,CARAMELOS Y GOLOSINAS,409.1,0.0,100.0,0.0,0.0,100.0,58.8,3
Confitura De Damascos,CONFITURAS Y DULCES,240.0,0.2,60.0,0.0,0.5,46.0,0.0,3
Granos De Choclo Amarillo Entero En Conserva,VEGETALES Y FRUTAS,47.7,0.8,10.0,0.8,1.6,,255.4,3
"Pastillas De Goma Fantasia Sabor Frutal A Frutilla, Manzana, Anana Y Naranja",CARAMELOS Y GOLOSINAS,333.3,0.0,80.0,0.0,0.0,,0.0,3
Chocolate Con Leche Con Avellanas Enteras,CACAO Y CHOCOLATE,560.0,8.0,48.0,40.0,4.0,,64.0,3
"Bocadito Con Relleno A Base De Azucar Y Albumina De Huevo, Recubierto Con Chocolate Semiamargo",CARAMELOS Y GOLOSINAS,460.0,3.0,63.3,21.7,2.0,60.0,0.0,3
Chocolate Con Leche De Bajo Valor Glucídico,CACAO Y CHOCOLATE,496.0,6.8,52.0,36.8,2.0,8.0,80.0,3
Chocolate Amargo De Bajo Valor Glucídico,CACAO Y CHOCOLATE,476.0,5.2,44.0,36.0,8.0,0.6,0.0,3
Bombones De Chocolate Con Leche Con Relleno A Base De Avellanas Con Cacao Y Avellana Entera,CACAO Y CHOCOLATE,566.4,8.0,49.1,38.5,3.5,,48.0,3
Puré De Manzana,VEGETALES Y FRUTAS,53.3,,13.3,,1.7,11.0,0.0,3
Baño Y Relleno Congelado Para Productos De Repostería Sabor Chocolate,REPOSTERÍA Y CONFITERÍA,350.0,0.0,40.0,20.0,0.0,,120.0,3
"Caramelos Masticables Confitados Sabores Frutales Artificiales, Surtidos",CARAMELOS Y GOLOSINAS,378.3,,90.6,1.9,,69.3,0.0,3
Maíz Dulce Amarillo Grano Entero,VEGETALES Y FRUTAS,81.5,2.9,12.3,1.9,3.8,5.1,172.3,3
Banana En Rodajas Fritas Y Azucaradas,CONFITURAS Y DULCES,518.0,2.0,63.3,30.0,7.8,12.0,3.2,3
Pan Azimo Molido,MASAS Y PANADERÍA,373.3,11.3,80.0,1.2,9.8,,0.0,3
Pan Azimo,MASAS Y PANADERÍA,375.0,11.2,75.0,1.9,8.8,,0.0,3
Chocolate Amargo Con Cascara De Naranja Confitada,CACAO Y CHOCOLATE,495.0,5.0,55.0,26.5,6.0,55.0,20.0,3
"Bebida Analcoholica Sabor Almendra Y Vainilla, Fortificada Con Calcio Y Vitaminas D Y E",BEBIDAS ANALCOHÓLICAS,35.0,0.4,5.5,1.2,0.0,,19.6,3
"Bebida Analcoholica Sabor Almendra Y Chocolate, Fortificada Con Calcio Y Vitaminas D Y E",BEBIDAS ANALCOHÓLICAS,48.8,0.6,8.4,1.4,0.0,0.6,20.0,3
Caramelos Masticables Confitados Sabor Natural A Limon,CARAMELOS Y GOLOSINAS,368.4,,89.5,,,68.4,0.0,3
Cebollitas En Vinagre De Vino,VEGETALES Y FRUTAS,18.0,0.0,3.8,0.0,1.1,2.7,82.0,3
Aderezo A Base De Mosto De Uva Y Vinagre Balsamico,SALSAS Y ADEREZOS,293.3,,75.0,,,74.7,106.7,3
Confitura De Higos,CONFITURAS Y DULCES,240.0,0.0,55.0,0.0,0.0,49.0,0.0,3
Salsa A Base De Tomate Y Ajo,VEGETALES Y FRUTAS,58.3,1.5,6.2,3.8,1.7,5.8,226.7,3
Pan Dulce Relleno Con Gotas De Baño De Reposteria Con Leche,MASAS Y PANADERÍA,370.0,7.0,46.2,17.5,2.2,,134.0,3
Fideos De Arroz,PASTAS,348.8,7.0,77.5,0.9,0.6,,0.0,3
Snacks Galletitas,CEREALES Y HARINAS,452.0,8.0,80.0,12.0,3.6,4.0,792.0,3
Galletitas Dulces A Base De Harina Integral De Arroz,GALLETITAS Y BARRAS,394.3,7.0,57.1,15.0,3.0,,126.7,3
Requeson Cremoso,QUESOS,250.0,10.7,,23.0,,0.0,480.0,3
"Mezcla Prensada Y Moldeada Elaborada A Base De Aislados Proteinicos Y Aceites Vegetales, Coloreada Con Remolacha , Saborizada Con Aromatizante A Carne Y Congelada",VEGETALES Y FRUTAS,230.1,17.7,6.2,15.9,1.8,,345.1,3
"Bombones A Base De Cacao Con Relleno Cremoso Sabor Caramelo, Surtidos",CACAO Y CHOCOLATE,620.0,4.8,44.0,48.0,2.6,,52.0,3
Caramelos Blandos Sabor A Frutilla,CARAMELOS Y GOLOSINAS,415.0,,95.0,5.0,,,26.0,3
"Arroz Pulido Tipo Corto, Calidad 00000",CEREALES Y HARINAS,348.0,7.2,78.0,,1.4,,0.0,3
Oblea Con Relleno Sabor Chocolate,GALLETITAS Y BARRAS,486.7,4.3,60.0,24.3,2.0,40.0,123.3,3
"Mezcla De Zanahorias, Chauchas, Nabos, Arvejas Y Porotos En Conserva",VEGETALES Y FRUTAS,30.8,2.1,5.0,,3.4,,275.4,3
Chocolates Amargos Surtidos,CACAO Y CHOCOLATE,592.0,8.0,32.0,48.0,8.0,,0.0,3
Bombones De Chocolate Y Pasta De Avellana Sabores Surtidos,CACAO Y CHOCOLATE,550.0,7.0,50.0,35.7,3.2,46.4,35.7,3
"Suplemento Dietario A Base De Carbohidratos Y Aminoácidos Sabor Café, En Gel, Para Personas Que Realizan Ejercicio Físico",SUPLEMENTOS Y DIETÉTICOS,312.5,,65.6,0.3,,18.8,316.7,3
"Suplemento Dietario De Proteínas Lácteas Hidrolizadas, Para Lactantes De Bajo Peso Al Nacer, En Sobres",SUPLEMENTOS Y DIETÉTICOS,340.0,80.0,1.3,,0.0,0.5,750.0,3
Obleas Con Relleno Sabor A Leche,GALLETITAS Y BARRAS,530.0,5.6,58.3,30.0,2.3,,0.0,3
"Producto Dietético En Polvo A Base De Proteínas De Suero De Leche, Sabor Chocolate",SUPLEMENTOS Y DIETÉTICOS,338.8,61.2,10.8,6.7,10.4,,322.4,3
Chauchas Enteras Extrafinas,VEGETALES Y FRUTAS,20.8,1.6,3.1,,2.9,,227.7,3
Pasta De Semola Integral De Trigo Duro,PASTAS,347.5,15.0,63.8,2.5,8.0,3.5,0.0,3
Queso Graso De Mediana Humedad En Fetas,QUESOS,328.6,24.8,,25.7,,,761.9,3
Harina De Maiz Precocida,CEREALES Y HARINAS,370.0,8.6,76.0,2.8,11.4,0.0,0.0,3
"Pan A Base De Fecula De Mandioca, Huevo Y Queso, Cocido, Supercongelado",MASAS Y PANADERÍA,326.1,6.5,39.1,15.7,,2.0,682.9,3
Alimento Para Propositos Medicos Especificos En Polvo Para Niños,SUPLEMENTOS Y DIETÉTICOS,337.5,41.7,41.7,7.7,0.0,27.1,379.2,3
Mostaza En Pasta,SALSAS Y ADEREZOS,141.7,7.5,3.3,10.0,3.3,2.5,2158.3,3
Surtido De Vegetales Supercongelados,VEGETALES Y FRUTAS,65.4,3.3,8.8,0.9,3.7,3.7,9.2,3
Chocolate Amargo Con Leche Con Almendras,CACAO Y CHOCOLATE,580.0,12.0,40.0,40.0,4.0,28.0,104.0,3
Dulce De Leche De Cabra,CONFITURAS Y DULCES,335.0,7.5,60.0,8.0,0.0,49.5,160.0,3
Caramelos Blandos Sabor A Fresa,CARAMELOS Y GOLOSINAS,367.5,0.0,85.3,0.0,0.0,58.7,96.0,3
Chicle Dietetico Sabor A Menta De Valor Calorico Reducido,CARAMELOS Y GOLOSINAS,205.9,0.0,61.8,0.0,0.0,0.0,0.0,3
Suplemento Dietario En Polvo Dietético Para Preparar Bebida A Base De Aminoácidos Y Vitaminas,SUPLEMENTOS Y DIETÉTICOS,23.3,,5.8,,,,0.0,3
Pastillas Sabor Menta,CARAMELOS Y GOLOSINAS,393.8,,100.0,,,91.9,0.0,3
Ketchup Dietetico De Contenido Glucidico Reducido,SALSAS Y ADEREZOS,33.3,,6.7,,1.7,5.8,1191.7,3
Pan Integral De Centeno En Rodajas,MASAS Y PANADERÍA,192.0,5.3,34.0,1.4,10.6,,500.0,3
Alimento Para Propósitos Médicos Específicos Líquido Con Ácidos Grasos Poliinsaturados De Cadena Larga Y Nucleótidos Para Lactantes Prematuros Y/O Bajo Peso Al Nacer,SUPLEMENTOS Y DIETÉTICOS,81.4,2.9,8.8,4.1,,,57.6,3
"Producto De Panificacion: Disco De Masa Precocido, A Base De Harina, Aceite Vegetal Y Leudante Quimico",MASAS Y PANADERÍA,267.7,6.1,46.0,6.9,2.1,,446.8,3
Agua Tonica Dietetica,BEBIDAS ANALCOHÓLICAS,20.0,0.0,4.7,0.0,0.0,4.7,0.0,3
Chupetines De Caramelo Duro Surtidos,AZÚCARES Y EDULCORANTES,370.0,,82.0,,,,0.0,3
"Mayonesa Dietética, Reducida En Valor Lipídico",SALSAS Y ADEREZOS,333.3,0.8,6.7,34.2,,,700.0,3
Chupetin De Caramelo Duro Sabor Manzana,CARAMELOS Y GOLOSINAS,370.0,,82.0,,,,0.0,3
Caramelos Masticables Acidos Sabores Surtidos,CARAMELOS Y GOLOSINAS,410.0,,85.0,8.0,,57.5,0.0,3
Pastillas Dietéticas Sabor A Menta Y Frutos Rojos De Bajo Valor Glucídico,CARAMELOS Y GOLOSINAS,242.9,,100.0,,,,0.0,3
"Comida Preparada A Base De Hongos Y Especias Picante Con Aceite, En Conserva",HONGOS,342.0,3.2,6.0,36.0,,,1784.0,3
Caramelos Duros Rellenos Sabor A Frutilla,CARAMELOS Y GOLOSINAS,390.0,,95.0,,,70.0,0.0,3
Aderezo A Base De Pasta De Garbanzos Y De Semillas De Sesamo,SALSAS Y ADEREZOS,160.0,0.0,20.0,20.0,0.0,,360.0,3
Chupetin De Caramelo Duro Sabor A Fresa,CARAMELOS Y GOLOSINAS,370.0,,82.0,,,,0.0,3
Suplemento Dietario En Polvo Dietetico Para Preparar Bebida A Base De Proteinas De Suero Y Creatina,SUPLEMENTOS Y DIETÉTICOS,363.6,68.2,9.1,5.7,,,318.2,3
Pastillas Dietéticas Sabor A Menta Y Naranja De Bajo Valor Glucídico,CARAMELOS Y GOLOSINAS,242.9,,100.0,,,,0.0,3
"Salsa A Base De Tomates, Vegetales Y Especias",SALSAS Y ADEREZOS,53.3,1.5,6.7,2.2,2.0,,600.0,3
"Producto Para Copetin A Base De Harina De Maiz, Frito",CEREALES Y HARINAS,464.0,7.2,60.0,21.2,7.2,0.0,320.0,3
Tomates Con Piel En Conserva,VEGETALES Y FRUTAS,21.5,1.2,3.9,0.1,1.2,3.0,40.0,3
"Salsa Elaborada A Base De Leche, Derivados Lacteos Y Especias Con Sabor A Queso",SALSAS Y ADEREZOS,241.7,9.2,15.0,15.0,1.2,,1241.7,3
"Barra A Base De Cereales Con Relleno Sabor A Leche, Adicionada Con Oligofructosa",CEREALES Y HARINAS,446.7,5.8,60.0,19.0,6.5,30.0,293.3,3
Extracto Simple De Tomate,VEGETALES Y FRUTAS,63.3,3.5,11.0,,2.8,7.3,40.0,3
"Queso De Leche De Cabra, Graso Y De Mediana Humedad",QUESOS,383.3,23.3,4.7,33.3,,4.7,700.0,3
Chocolate Con Leche Con Relleno Sabor Caramelo,CACAO Y CHOCOLATE,486.7,6.7,60.0,26.7,,,146.7,3
Yogur Natural Con Crema,LÁCTEOS,132.7,6.5,4.0,10.0,0.0,2.5,52.0,3
Yogur Natural Parcialmente Descremado,LÁCTEOS,64.0,7.3,4.0,2.0,0.0,2.5,52.0,3
Chocolate Con Leche Semiamargo,CACAO Y CHOCOLATE,510.0,7.1,60.0,30.5,2.5,61.0,80.0,3
"Salsa Agridulce A Base De Tomate, Saborizada Con Especias, Naranja, Ajo Y Cebolla",SALSAS Y ADEREZOS,88.3,1.5,18.3,0.5,1.2,,1646.7,3
Bebida Sin Alcohol A Base De Agua De Coco,BEBIDAS ANALCOHÓLICAS,22.0,0.6,5.5,1.6,0.0,,15.8,3
Queso Graso De Muy Alta Humedad Tratado Termicamente,QUESOS,222.6,6.5,9.1,16.1,0.0,9.1,390.3,3
"Banana Frita Y Salada, En Rodajas",VEGETALES Y FRUTAS,500.0,3.6,60.7,25.0,3.6,,239.3,3
Arandano Deshidratado En Polvo,VEGETALES Y FRUTAS,300.0,5.0,66.0,5.0,22.0,54.0,0.0,3
Producto Panificado Elaborado A Base De Harina De Trigo,MASAS Y PANADERÍA,326.1,7.0,52.2,9.1,2.6,2.6,652.2,3
Salsa Agridulce A Base De Tomate Y Vinagre De Alcohol Con Especias Y Miel,SALSAS Y ADEREZOS,166.7,0.8,40.8,,,,941.7,3
Salsa Dulce A Base De Frutillas,CONFITURAS Y DULCES,250.0,0.0,65.0,0.0,1.0,45.8,0.0,3
Confitura De Naranja Amarga,CONFITURAS Y DULCES,230.0,0.0,55.0,0.0,1.0,60.0,0.0,3
Queso Fundido Sabor Prato En Fetas,QUESOS,243.3,14.3,11.3,15.0,0.0,6.3,1440.0,3
"Barra A Base De Avena Y Azucares Con Trozos De Chocolate, Barra A Base De Avena Y Azucares Sabor Miel Y Vainilla, Barra A Base De Avena, Azucares Y Pasta De Mani",CEREALES Y HARINAS,452.4,7.1,69.0,19.1,4.8,26.2,380.9,3
Confitura De Grosella Roja,CONFITURAS Y DULCES,225.0,0.0,55.0,0.0,2.0,55.0,0.0,3
Suplemento Dietario En Polvo Dietetico A Base De Proteínas De Suero,SUPLEMENTOS Y DIETÉTICOS,366.7,80.0,6.7,4.7,,,266.7,3
"Bocaditos Dulces A Base De Azucar Y Grasa Hidrogenada Con Avellanas Y Cacao, Recubiertos Con Baño De Reposteria Dulce Con Leche Sabor Vainilla, Leche Y Chocolate",CACAO Y CHOCOLATE,532.0,2.8,68.0,56.0,0.0,,180.0,3
"Suplemento Dietario En Polvo Dietetico Para Preparar Bebida A Base De Proteinas, Sabor Chocolate",SUPLEMENTOS Y DIETÉTICOS,371.4,72.7,6.1,6.1,,,342.9,3
"Alimento Para Propósitos Médicos Específicos Líquido, Dietético Para Mayores De 3 Años",SUPLEMENTOS Y DIETÉTICOS,74.7,11.5,5.1,0.9,0.0,3.4,59.8,3
Coco Rallado Azucarado,VEGETALES Y FRUTAS,575.0,5.0,35.0,41.7,10.8,35.0,0.0,3
"Chupetin De Caramelo Duro Y Caramelo En Polvo Sabor A Sandia, Gasificado",CARAMELOS Y GOLOSINAS,300.0,0.0,77.8,0.0,0.0,59.7,0.0,3
Pasta Seca De Semola De Grano Duro,PASTAS,357.5,12.5,72.5,1.2,3.2,,0.0,3
Caramelos Masticables Acidos Confitados Sabores Frutales Surtidos,CARAMELOS Y GOLOSINAS,400.0,0.0,90.0,4.5,0.0,75.0,30.0,3
Alimento Para Propósitos Médicos Específicos Líquido Para Niños Mayores A 3 Años Y Adultos,SUPLEMENTOS Y DIETÉTICOS,133.0,6.7,14.3,3.7,0.7,1.3,80.0,3
Queso Cheddar Procesado En Fetas,QUESOS,371.1,17.9,3.4,31.6,0.0,,1584.2,3
Bombones Rellenos,CACAO Y CHOCOLATE,500.0,9.6,39.2,32.8,8.0,,0.0,3
Ajies Dulces En Vinagre De Alcohol,VEGETALES Y FRUTAS,18.0,1.2,3.6,0.8,1.2,,170.0,3
"Bocaditos Elaborados A Base De Azucares Y Gelatina, Sabor Vainilla",CARAMELOS Y GOLOSINAS,340.0,4.0,85.0,,,,55.0,3
Papas Con Piel Prefritas Supercongeladas,VEGETALES Y FRUTAS,125.9,2.2,23.5,2.4,2.5,0.5,30.6,3
"Pastillaje De Colores Surtidos, Para Decoracion",REPOSTERÍA Y CONFITERÍA,364.0,,92.0,5.2,,,,3
Suplemento Dietario En Polvo Dietético Para Preparar Bebida A Base De Proteína De Suero,SUPLEMENTOS Y DIETÉTICOS,392.7,64.2,18.3,5.9,1.3,8.0,240.6,3
Galletitas Dulces Con Cacao,GALLETITAS Y BARRAS,410.0,6.7,70.0,15.7,4.3,19.0,140.0,3
Galletitas Dulces Sabor A Naranja,GALLETITAS Y BARRAS,406.7,6.0,63.3,15.7,3.0,23.3,243.3,3
"Surtido De Queso Manchego, Queso Iberico, Queso De Cabra Al Vino",QUESOS,396.7,24.0,,33.3,,,600.0,3
Chupetin De Caramelo Duro Sabores Surtidos,CARAMELOS Y GOLOSINAS,373.5,0.0,94.1,0.0,0.0,,0.0,3
"Pan A Base De Fécula De Mandioca Y Papa, Congelado",MASAS Y PANADERÍA,292.5,2.2,62.0,3.5,3.5,,500.0,3
Helado De Agua De Durazno,HELADOS,130.0,0.0,31.2,0.0,0.4,24.4,0.0,3
Caramelos Duros Sabor Mentol Y Eucalipto,CARAMELOS Y GOLOSINAS,387.8,0.0,95.2,0.0,0.0,73.1,0.0,3
Pastillas Sabor A Banana,CARAMELOS Y GOLOSINAS,400.0,,95.0,,,,0.0,3
Alimento Para Propósitos Médicos Específicos En Polvo Para Niños De 1 A 8 Años,SUPLEMENTOS Y DIETÉTICOS,309.0,,51.0,0.5,,,580.0,3
Surtido De Vegetales En Conserva,VEGETALES Y FRUTAS,83.1,4.4,14.6,0.8,2.4,0.6,284.6,3
"Suplemento Dietario En Polvo Dietetico Para Preparar Bebida A Base De Carbohidratos, Creatina, Fibra, Aminoacidos Y Vitaminas",SUPLEMENTOS Y DIETÉTICOS,312.5,,75.0,,4.2,,72.9,3
Tomates Pelados Peritas Enteros Elegidos,VEGETALES Y FRUTAS,23.1,1.0,4.0,0.1,0.8,,120.0,3
Arroz Blanco Mediano 0000,CEREALES Y HARINAS,354.0,6.6,80.0,0.4,1.0,,13.0,3
"Suplemento Dietario En Polvo Dietetico Para Preparar Bebida A Base De Proteinas, Vitaminas Y Minerales",SUPLEMENTOS Y DIETÉTICOS,338.7,80.7,,1.6,,,790.3,3
Queso Extra Graso De Alta Humedad,QUESOS,346.7,16.7,2.0,30.0,,,640.0,3
Galletitas Dulces Sabor Limón,GALLETITAS Y BARRAS,443.3,5.7,73.1,11.7,2.0,19.0,200.0,3
Aceitunas Verdes Rellenas Con Pasta De Pimiento En Salmuera,VEGETALES Y FRUTAS,110.0,0.0,4.2,11.5,3.8,,2950.0,3
Polvo Para Preparar Postre Sabor Chocolate,POSTRES,405.0,8.1,72.5,10.6,6.0,57.5,185.0,3
Caramelos Duros Surtidos,CARAMELOS Y GOLOSINAS,390.0,0.0,95.0,0.0,0.0,75.0,0.0,3
Salsa Dulce Sabor Chocolate,REPOSTERÍA Y CONFITERÍA,300.0,2.5,65.0,2.5,2.5,55.0,90.0,3
Pan Dulce Veneciano,MASAS Y PANADERÍA,328.8,4.8,61.2,9.2,1.0,12.1,62.5,3
Frangollo De Maiz Blanco,CEREALES Y HARINAS,334.0,8.0,74.0,0.0,2.0,0.0,0.0,3
Queso Romano,QUESOS,370.0,30.0,1.7,27.3,0.0,1.2,1166.7,3
Quinoa,CEREALES Y HARINAS,342.2,14.0,60.0,5.1,5.6,0.0,20.0,3
Pre-Pizza,MASAS Y PANADERÍA,210.0,7.5,44.0,1.6,2.2,0.0,324.0,3
Helado Sabor A Frutilla,HELADOS,110.0,2.3,20.0,2.5,0.0,26.7,35.0,3
Membrillos En Almibar,CONFITURAS Y DULCES,220.0,,55.0,,2.4,35.7,10.0,3
Helado Sabor A Chocolate,HELADOS,120.0,3.2,19.5,2.5,0.0,26.7,39.5,3
Dulce De Tomate,CONFITURAS Y DULCES,160.0,0.0,41.5,,0.0,40.5,0.0,3
Aceituna Verde Entera En Salmuera-Gb-Ci,VEGETALES Y FRUTAS,150.0,1.0,1.0,16.0,2.0,,2200.0,3
Aceituna Negra Entera En Salmuera-Gb-Ci,VEGETALES Y FRUTAS,125.0,1.0,1.0,13.0,2.0,,2500.0,3
Aceituna Verde Descarozada En Salmuera-Gb-Ci,VEGETALES Y FRUTAS,150.0,1.0,,16.0,2.0,,2200.0,3
Dulce De Membrillo En Pan,CONFITURAS Y DULCES,270.0,0.5,67.5,0.0,4.0,52.0,0.0,3
Aceite De Oliva Virge Extra-Orgánico,ACEITES Y GRASAS,830.8,,,92.3,,,0.0,3
Aceitunas Negras Tipo Griegas,VEGETALES Y FRUTAS,125.0,1.0,1.0,13.0,2.0,1.0,2500.0,3
Aceitunas Verdes Rellenas Con Nuez En Aceite De Girasol,VEGETALES Y FRUTAS,385.0,1.5,0.5,42.5,2.5,0.0,620.0,3
"Conserva A Base De Carne, Legumbres Y Vegetales",VEGETALES Y FRUTAS,86.6,4.3,5.6,5.4,1.1,0.9,478.4,3
Tomate Triturado Saborizado Con Albahaca,VEGETALES Y FRUTAS,38.3,2.2,5.5,0.5,1.2,4.3,325.0,3
Aceitunas Verdes En Salmuera - Calidad Ii Grupo F,VEGETALES Y FRUTAS,220.0,1.5,3.5,20.0,0.5,0.0,2000.0,3
Mix De Frutos Secos,VEGETALES Y FRUTAS,586.3,15.2,18.0,51.3,5.3,9.5,7.9,3
Aceitunas Verdes En Salmuera Calidad Iii - Grupo C,VEGETALES Y FRUTAS,215.0,0.5,1.5,23.0,3.5,0.0,2405.0,3
Pan Integral Con Semillas,MASAS Y PANADERÍA,309.1,8.0,49.8,8.2,4.2,4.2,218.2,3
Aceitunas Verdes Rotas En Salmuera,VEGETALES Y FRUTAS,160.0,0.9,1.0,16.7,3.0,,1285.0,3
Aceitunas Verdes En Salmuera Calidad I Grupo C,VEGETALES Y FRUTAS,175.0,0.2,2.5,20.8,3.5,,2082.5,3
Aceitunas Verdes Rellenas Con Salame En Aceite De Girasol,VEGETALES Y FRUTAS,215.0,3.0,0.0,21.5,0.0,0.0,2115.0,3
Aceitunas Verdes Rellenas Con Palmitos En Aceite De Girasol,VEGETALES Y FRUTAS,200.0,0.0,0.0,20.0,0.0,0.0,1950.0,3
Pistachos Sin Cascara,VEGETALES Y FRUTAS,536.0,20.0,16.3,43.0,6.7,6.7,33.3,3
Pasas De Uva,VEGETALES Y FRUTAS,300.0,3.3,80.0,0.7,4.0,80.0,23.3,3
Semillas De Girasol Peladas,VEGETALES Y FRUTAS,600.0,20.7,6.7,51.3,8.7,2.0,6.7,3
Arroz Blanco Largo Fino 00000,CEREALES Y HARINAS,338.0,5.4,80.0,0.0,3.8,0.0,0.0,3
Pastas Frescas Rellenas: Ravioles De Ricota,PASTAS,234.0,9.2,46.0,1.8,1.6,0.0,367.0,3
Pastas Frescas Rellenas: Ravioles De Verdura,PASTAS,234.0,8.1,46.0,1.8,1.6,0.7,367.0,3
Pastas Frescas: Ñoquis,PASTAS,165.0,1.9,33.0,1.6,0.5,0.0,305.0,3
Pastas Frescas Congeladas Ñoquis,PASTAS,148.0,3.7,29.0,0.3,1.9,0.9,202.0,3
Porotos Alubias,VEGETALES Y FRUTAS,336.7,20.0,63.3,1.7,5.0,2.2,0.0,3
Pastas Frescas Ñoquis,PASTAS,204.0,6.0,37.0,4.8,2.0,0.0,188.0,3
Arroz Blanco Largo Fino 0000,CEREALES Y HARINAS,338.0,5.4,80.0,0.0,3.8,,0.0,3
Tortilla De Trigo,MASAS Y PANADERÍA,373.3,8.3,50.0,8.0,3.3,3.3,766.7,3
Yogur Natural Entero,LÁCTEOS,61.1,3.4,5.0,3.1,0.0,4.8,48.0,3
Alfajor De Dulce De Leche Y Coco Rallado,MASAS Y PANADERÍA,377.5,5.4,57.5,12.5,0.0,29.5,177.5,3
Crema Helada De Chocolate Amargo,HELADOS,200.0,5.0,26.7,8.3,3.4,30.0,53.3,3
Crema Helada Sabor Dulce De Leche Granizado,HELADOS,230.0,5.0,31.7,10.0,2.0,23.3,120.0,3
Crema Helada De Banana Con Dulce De Leche,HELADOS,176.7,3.3,28.3,6.9,1.5,21.7,48.3,3
Jamón Cocido,CARNES Y CHACINADOS,102.5,16.5,5.2,3.5,3.0,1.1,772.5,3
Crema Helada De Banana,HELADOS,173.3,3.4,25.0,6.7,0.5,23.6,48.3,3
Crema Helada De Frutilla,HELADOS,166.7,1.7,26.7,5.7,1.2,24.2,68.3,3
Fruta Escurrida,CONFITURAS Y DULCES,320.0,1.3,78.0,1.0,1.7,76.7,40.0,3
Pastas Frescas Al Huevo,PASTAS,275.0,7.3,56.0,2.1,2.0,0.0,24.0,3
Alfajor Relleno De Dulce De Leche Cubierto Con Chocolate Semiamargo,GALLETITAS Y BARRAS,374.7,5.3,55.0,18.3,1.3,38.8,88.3,3
