name,categoria,calories,protein,carbs,fat,fiber,sugar,sodium,n_productos
Ciruelas D´Agen Deshidratadas Sin Carozo Tiernizadas Grado Elegido,VEGETALES Y FRUTAS,232.0,1.8,56.0,,6.2,41.0,32.0,5
Ciruelas D´Agen Deshidratadas Con Carozo Tiernizadas Grado Elegido,VEGETALES Y FRUTAS,254.0,1.8,60.0,,6.2,45.0,32.0,5
Facturas De Panaderia,MASAS Y PANADERÍA,437.5,6.2,56.0,18.9,1.0,13.0,250.0,5
Salsa A Base De Tomate Pomarola,SALSAS Y ADEREZOS,26.7,1.8,5.2,,1.3,3.0,210.0,5
Duraznos Amarillos En Mitades Comunes En Jarabe Diluido Libre De Gluten,VEGETALES Y FRUTAS,62.9,1.0,15.0,,0.4,,5.9,5
Aceite De Oliva Virgen Extra Libre De Gluten,ACEITES Y GRASAS,900.0,0.0,0.0,100.0,0.0,0.0,0.0,5
Coctel De Cuatro Frutas Grado Comun Dietetico Bajo En Calorias,SUPLEMENTOS Y DIETÉTICOS,25.7,0.3,6.1,,1.5,5.4,24.3,5
Helado De Crema Sabor Granizado,HELADOS,177.1,3.7,25.7,7.1,0.0,25.4,41.7,5
Arvejas Secas Partidas,VEGETALES Y FRUTAS,345.0,23.3,60.0,1.3,13.0,3.0,16.0,5
Jarabe De Sauco,BEBIDAS ANALCOHÓLICAS,104.5,0.5,26.0,0.0,3.0,26.0,0.5,5
Alfajor De Dulce De Leche Bañado Con Chocolate,ALFAJORES,360.0,5.8,58.0,11.6,1.2,42.0,74.0,5
Maíz Pisingallo,CEREALES Y HARINAS,308.0,9.8,60.0,3.4,12.8,,0.0,5
Porotos Pallares,VEGETALES Y FRUTAS,266.7,20.0,45.0,1.7,18.3,,18.3,5
Poroto Adzuki,VEGETALES Y FRUTAS,331.7,20.0,63.0,0.7,13.0,2.0,0.0,5
Quesillo,QUESOS,363.3,25.7,1.7,29.0,0.0,0.0,340.0,5
Galletitas Crackers Con Salvado,GALLETITAS Y BARRAS,393.3,10.0,66.7,10.0,5.7,6.0,650.0,5
Masa De Pizza Con Salsa De Tomates,MASAS Y PANADERÍA,240.0,5.5,40.0,6.0,1.8,0.0,450.0,5
Masa Para Pizza Con Tomate,MASAS Y PANADERÍA,270.0,8.0,57.5,4.0,0.0,0.0,555.0,5
Pastas Frescas Rellenas - Ravioles Con Pollo Y Verdura,PASTAS,259.0,9.8,51.0,1.8,2.1,0.0,503.0,5
Bizcochitos Salados,GALLETITAS Y BARRAS,463.3,6.7,53.3,24.0,2.3,0.0,786.7,5
Galletitas Tipo Crackers Con Salvado,GALLETITAS Y BARRAS,393.3,10.0,66.7,10.0,5.7,6.0,650.0,5
Palito Helado De Agua Sabor Uva,HELADOS,100.0,0.0,25.0,0.0,0.0,18.9,0.0,5
Alfajor De Dulce De Leche Bañado Con Merengue,ALFAJORES,315.6,5.6,55.6,7.8,0.7,42.2,64.4,5
Palito Helado De Agua Sabor Frutilla,HELADOS,100.0,0.0,25.0,0.0,0.0,23.3,0.0,5
Fideos De Sémola De Trigo Candeal,PASTAS,341.2,11.2,71.2,1.1,3.0,3.0,10.0,5
Alfajor Relleno Con Dulce De Leche Cubierto Con Baño De Reposteria Semiamargo,GALLETITAS Y BARRAS,365.6,7.2,54.6,13.0,1.2,47.1,84.2,4
Zapallo En Almíbar,CONFITURAS Y DULCES,223.9,0.5,55.7,0.0,1.6,49.8,0.0,4
Alfajor Relleno De Dulce De Leche Con Baño De Reposteria Semiamargo,GALLETITAS Y BARRAS,395.4,6.0,55.8,16.5,1.2,40.0,98.3,4
Alfajor Relleno De Dulce De Leche Cubierto Con Baño De Reposteria Fantasia Blanco,GALLETITAS Y BARRAS,461.5,6.7,66.2,18.3,1.6,34.8,123.3,4
Salsa A Base De Tomate Para Pizza,SALSAS Y ADEREZOS,26.7,1.2,4.8,0.2,1.3,3.3,240.0,4
Porotos Secos Remojados,VEGETALES Y FRUTAS,86.5,6.2,15.8,0.8,6.4,0.8,18.1,4
Polvo Para Preparar Bizcochuelo Sabor A Chocolate,POSTRES,366.1,7.0,85.9,3.7,1.4,38.1,390.6,4
Pastillas De Goma Fantasia Sabor A Tutti Frutti,CARAMELOS Y GOLOSINAS,335.0,4.6,80.0,2.0,0.0,75.0,43.3,4
Cacao En Polvo Alcalino,CACAO Y CHOCOLATE,287.5,23.2,24.5,11.5,19.2,2.0,13.0,4
Tapas Para Empanadas Tipo Criolla,MASAS Y PANADERÍA,328.3,6.2,56.7,8.3,1.0,0.0,483.3,4
Palmeras,MASAS Y PANADERÍA,497.2,6.7,58.0,23.3,1.8,22.5,234.0,4
Facturas De Panadería,MASAS Y PANADERÍA,372.0,7.0,47.8,14.8,1.5,27.5,227.8,4
Helado De Crema-Balde,HELADOS,177.5,3.2,27.5,6.7,0.0,21.7,58.3,4
Bizcochos Crudos Congelados,GALLETITAS Y BARRAS,361.7,5.2,43.3,18.3,0.0,0.2,660.0,4
Fideos Al Huevo Congelados,PASTAS,287.8,7.5,58.5,2.9,0.1,0.5,292.5,4
Arroz Integral Tipo Largo Fino Calidad 00000,CEREALES Y HARINAS,362.0,7.0,78.0,2.6,7.6,,0.0,4
Grisines Con Queso,MASAS Y PANADERÍA,426.7,11.2,56.7,10.7,2.3,1.2,640.4,4
Pre Pizza,MASAS Y PANADERÍA,216.2,5.9,42.9,2.6,1.4,0.1,334.3,4
Galletitas Dulces Con Relleno Sabor Vainilla,GALLETITAS Y BARRAS,488.3,6.8,71.7,18.8,2.3,36.7,176.7,4
Leche Uht Entera,LÁCTEOS,59.5,3.0,4.7,3.1,,4.8,56.5,4
"Alimento Para Propósitos Médicos Específicos, En Polvo",SUPLEMENTOS Y DIETÉTICOS,431.5,21.5,45.0,17.8,4.5,13.2,359.0,4
Snack A Base De Papa Sabor Pizza,VEGETALES Y FRUTAS,512.0,5.2,50.0,28.8,4.0,2.0,444.0,4
Turron De Jijona,REPOSTERÍA Y CONFITERÍA,547.5,14.0,39.0,36.0,5.2,37.5,0.0,4
Mostaza De Mesa Tipo Dijon,SALSAS Y ADEREZOS,87.5,5.8,5.0,9.2,5.8,5.0,2125.0,4
"Alimento Para Propósitos Médicos Específicos Líquido, Dietético, Para Niños Mayores De 4 Años",SUPLEMENTOS Y DIETÉTICOS,101.0,16.0,8.5,0.4,0.6,5.9,20.0,4
Dátil,VEGETALES Y FRUTAS,325.0,4.4,76.0,0.4,6.8,66.0,9.7,4
Avena Arrollada Instantanea,CEREALES Y HARINAS,375.0,12.5,61.7,9.0,9.3,0.5,0.0,4
Galletitas Dulces Con Relleno Sabor A Vainilla,GALLETITAS Y BARRAS,474.8,4.8,70.0,18.7,3.3,33.8,255.0,4
Obleas Con Relleno Sabor A Frutilla,GALLETITAS Y BARRAS,526.7,3.8,68.3,26.3,1.7,45.0,153.3,4
Obleas Con Relleno Sabor A Chocolate,GALLETITAS Y BARRAS,516.7,4.7,66.7,25.7,2.2,43.3,146.7,4
Maiz Dulce Amarillo Grano Entero,VEGETALES Y FRUTAS,77.7,2.9,11.5,1.6,3.4,5.1,166.2,4
Arvejas Verdes Pequeñas,VEGETALES Y FRUTAS,72.3,6.1,9.6,0.7,6.9,1.7,243.8,4
Pasta De Sémola De Trigo Duro,PASTAS,352.5,12.9,71.2,1.4,2.8,3.5,0.0,4
Galletitas Dulces Con Relleno Sabor A Frutilla,GALLETITAS Y BARRAS,457.5,5.5,72.0,16.2,2.6,30.7,290.0,4
Surtido De Turrones,REPOSTERÍA Y CONFITERÍA,530.0,11.6,44.0,33.0,6.2,28.0,0.0,4
"Pan A Base De Harina De Arroz, Almidón De Maíz Y Almidón De Mandioca",MASAS Y PANADERÍA,215.3,6.5,36.0,6.8,5.6,1.3,395.7,4
Pastillas Sabor Multifruta,CARAMELOS Y GOLOSINAS,400.0,,99.5,,,95.0,0.0,4
Maiz Dulce Amarillo Entero,VEGETALES Y FRUTAS,73.8,2.0,13.8,1.3,2.0,6.5,160.8,4
Ananá En Rodajas Comunes,VEGETALES Y FRUTAS,79.6,0.9,20.0,,0.8,17.9,0.7,4
Chocolate Amargo Con Leche,CACAO Y CHOCOLATE,558.0,9.2,52.0,34.8,4.8,37.2,28.0,4
Hojas De Parra En Conserva,VEGETALES Y FRUTAS,40.0,5.2,7.3,1.6,3.6,,970.0,4
Queso Graso De Muy Alta Humedad,QUESOS,321.7,17.0,1.7,26.0,0.0,1.0,715.0,4
Fideos Prensados,PASTAS,341.2,11.2,71.2,1.1,3.0,,10.0,4
Bombones De Chocolate,CACAO Y CHOCOLATE,559.4,5.0,55.0,34.0,26.9,52.0,22.0,4
Aderezo A Base De Yogurt Con Hierbas,SALSAS Y ADEREZOS,180.8,0.0,9.6,15.1,0.0,6.9,560.0,4
Snack A Base De Papa Sabor Huevo Frito,CEREALES Y HARINAS,484.0,6.0,52.0,26.0,8.4,2.8,632.0,4
Galletitas Dulces Con Relleno Sabor Dulce De Leche,GALLETITAS Y BARRAS,465.0,7.0,73.3,17.3,2.3,33.3,231.7,4
Endulzante Dietetico De Mesa En Polvo,SUPLEMENTOS Y DIETÉTICOS,200.0,,100.0,,,100.0,0.0,4
Confitura De Duraznos,CONFITURAS Y DULCES,235.0,0.0,57.5,0.0,0.5,51.2,0.0,4
"Alimento Para Propósitos Médicos Especificos Dietetico, Liquido Sabor Vainilla",SUPLEMENTOS Y DIETÉTICOS,130.0,6.8,12.5,4.8,1.6,1.0,95.0,4
Granos De Choclo Amarillo Enteros Supercongelados,VEGETALES Y FRUTAS,81.9,3.2,12.3,1.7,2.8,3.8,0.5,4
"Mezcla De Arvejas Secas Remojadas, Papa Y Zanahoria",VEGETALES Y FRUTAS,83.1,4.8,14.6,0.6,2.4,0.6,6.0,4
Ricotta,QUESOS,146.7,11.0,4.8,11.8,0.0,4.7,50.0,4
Cafe Tostado Molido En Capsulas,CAFÉ Y SUCEDÁNEOS,344.8,12.6,34.5,18.6,,,89.3,4
Salsa Picante A Base De Tomate,SALSAS Y ADEREZOS,44.2,2.6,5.0,1.5,2.3,1.7,265.7,4
Almidón De Maíz,CEREALES Y HARINAS,340.0,,85.0,,,,5.0,4
Fécula De Mandioca,CEREALES Y HARINAS,352.5,,87.5,,,,0.0,4
Confitura De Higo,CONFITURAS Y DULCES,205.0,1.5,50.0,0.0,3.0,45.0,0.0,4
Galletitas Dulces Sabor Chocolate Con Relleno Sabor Chocolate,GALLETITAS Y BARRAS,476.7,7.0,73.3,17.3,1.7,29.3,306.7,4
Obleas Rellenas Con Sabor A Vainilla,GALLETITAS Y BARRAS,462.1,4.1,75.9,16.0,1.4,41.4,236.2,4
Obleas Rellenas Con Sabor A Chocolate,GALLETITAS Y BARRAS,452.5,5.1,76.7,13.2,3.4,41.4,246.7,4
Surtido De Turrones Y Productos De Confitería,REPOSTERÍA Y CONFITERÍA,558.0,12.0,48.5,31.5,4.0,42.0,0.0,4
Queso Provolone,QUESOS,366.7,25.8,0.0,29.5,0.0,0.3,885.0,4
Caramelo Blando Con Aromatizante Artificial Sabor A Fresa,CARAMELOS Y GOLOSINAS,367.4,0.5,85.4,1.8,0.0,62.2,93.5,4
Pastillas De Goma Fantasía Ácidas Sabores Surtidos,CARAMELOS Y GOLOSINAS,323.2,5.6,76.7,,,53.5,64.9,4
Turrón De Jijona,REPOSTERÍA Y CONFITERÍA,547.5,16.5,40.4,35.0,4.6,35.0,0.0,4
Galletitas Dulces Sabor Vainilla Con Relleno Sabor Frutilla,GALLETITAS Y BARRAS,471.7,6.5,70.0,17.2,3.7,32.0,216.7,4
Galletitas Dulces Sabor Vainilla Con Relleno Sabor Crema,GALLETITAS Y BARRAS,460.0,6.3,70.0,17.0,3.7,32.0,216.7,4
Fideos De Sémola De Grano Duro,PASTAS,354.4,12.0,71.2,1.2,3.2,3.5,0.0,4
Producto A Base De Almidón De Trigo Para Dietas Especiales,SUPLEMENTOS Y DIETÉTICOS,358.1,0.6,76.5,2.8,11.0,8.8,255.0,4
Arroz Tipo Mediano Calidad 0000,CEREALES Y HARINAS,334.0,6.0,71.0,1.7,1.0,,0.0,4
Chupetin De Caramelo Duro Sabor A Manzana Verde,CARAMELOS Y GOLOSINAS,397.9,0.0,96.7,0.0,0.0,80.0,75.5,4
Aderezo A Base De Salsa De Soja,SALSAS Y ADEREZOS,90.0,2.2,20.0,0.0,0.0,20.0,2823.3,4
Snack A Base De Papa Sabor Pimiento Picante,CEREALES Y HARINAS,488.0,4.8,52.0,27.4,3.8,2.8,748.0,4
"Bombones De Chocolate Con Leche, Surtidos",CACAO Y CHOCOLATE,532.0,6.0,58.0,31.0,0.0,52.0,108.0,4
Confitura De Membrillo,CONFITURAS Y DULCES,233.0,0.0,56.8,0.0,0.5,52.5,21.0,4
"Caramelo Masticable Acido Sabor Frutal A Sandia, Manzana Y Melon",CARAMELOS Y GOLOSINAS,400.0,4.0,88.0,0.0,0.0,64.0,0.0,4
"Caramelo Masticable Acido Sabor Frutal A Frutilla, Arandano, Frambuesa Y Limon",CARAMELOS Y GOLOSINAS,400.0,4.0,88.0,0.0,0.0,64.0,0.0,4
Caramelo Masticable Acido Sabor Frutos Del Bosque,CARAMELOS Y GOLOSINAS,400.0,4.0,88.0,0.0,0.0,64.0,0.0,4
Aderezo Agridulce Con Anchoas Y Especias,SALSAS Y ADEREZOS,100.0,0.4,19.2,0.0,0.4,22.3,1100.0,4
"Pastillas De Goma De Fantasia Sabor Frutal A Frutilla, Manzana Y Anana",CARAMELOS Y GOLOSINAS,333.3,2.7,80.0,0.0,0.0,78.6,0.0,4
Arroz Blanco Tipo Mediano Calidad 0000,CEREALES Y HARINAS,354.0,6.6,80.4,0.0,0.0,,0.0,4
Chupetin De Caramelo Duro Acido Sabor A Durazno,CARAMELOS Y GOLOSINAS,409.1,0.0,100.0,0.0,0.0,61.2,64.7,4
Bombones De Chocolate Rellenos,CACAO Y CHOCOLATE,560.0,5.9,52.9,35.1,3.0,52.8,56.0,4
"Bombones De Chocolate Con Leche, Rellenos",CACAO Y CHOCOLATE,560.0,4.6,56.4,34.0,2.0,56.0,22.6,4
Chauchas Cortadas Medianas,VEGETALES Y FRUTAS,16.9,0.5,2.6,,0.8,,312.3,4
Queso Graso De Alta Humedad,QUESOS,367.9,23.2,,30.0,,,655.4,4
Jarabe De Arce,JARABES Y SIROPES,365.0,0.0,90.0,0.0,0.0,80.0,0.0,4
Caramelos Masticables Confitados Con Sabor Natural A Menta,CARAMELOS Y GOLOSINAS,366.2,,88.4,1.9,,69.3,0.0,4
Producto A Base De Sémola De Trigo Duro Precocido,CEREALES Y HARINAS,353.0,12.0,70.0,1.8,3.8,2.6,15.0,4
Cobertura De Chocolate Amargo,CACAO Y CHOCOLATE,518.0,7.6,36.0,39.2,11.2,,0.0,4
Cobertura De Chocolate Con Leche,CACAO Y CHOCOLATE,558.0,7.2,52.0,35.6,2.0,,116.0,4
Alcaparras En Vinagre De Alcohol,VEGETALES Y FRUTAS,30.0,2.0,5.3,0.7,4.0,,1883.3,4
Chicle Sabor A Tutti Frutti Colores Surtidos,CARAMELOS Y GOLOSINAS,296.4,0.0,72.7,0.0,0.0,,0.0,4
Chiles En Salsa Escabechada,VEGETALES Y FRUTAS,20.0,1.0,2.0,0.0,2.0,0.0,1111.0,4
Brócoli Supercongelado,VEGETALES Y FRUTAS,27.1,2.9,2.7,0.3,3.0,1.9,13.7,4
Chocolate Amargo Saborizado Con Naranja,CACAO Y CHOCOLATE,535.3,9.0,43.4,35.6,13.5,27.1,34.4,4
"Alimento Para Propósitos Médicos Específicos Líquido, Dietético",SUPLEMENTOS Y DIETÉTICOS,74.7,11.5,5.1,0.9,0.0,3.4,59.9,4
Papas Prefritas Baston Supercongeladas,VEGETALES Y FRUTAS,127.1,2.2,20.0,4.3,2.9,0.1,38.8,4
Manies Tostados Y Salados,VEGETALES Y FRUTAS,612.0,25.2,18.0,52.0,7.2,,336.0,4
Queso Edam,QUESOS,318.3,25.3,0.0,23.8,0.0,0.0,1030.0,4
Confitura De Frutillas,CONFITURAS Y DULCES,212.5,0.0,52.5,0.0,0.0,48.0,0.0,4
Confitura De Cerezas,CONFITURAS Y DULCES,222.5,0.5,55.0,0.0,1.0,55.0,0.5,4
Pasta Seca A Base De Arroz,PASTAS,350.0,6.0,82.9,1.0,2.0,,10.0,4
"Surtido De Golosinas - Bocaditos De Diversos Rellenos, Y Mani Entero Y Caramelizado, Recubiertos Con Baño De Reposteria Y De Fantasia Sabor Chocolate",CARAMELOS Y GOLOSINAS,508.0,4.5,65.0,29.2,7.2,,16.2,4
Cacao En Polvo Dulce,CACAO Y CHOCOLATE,390.0,6.0,70.0,10.5,5.2,60.0,87.5,4
"Polvo Para Preparar Bebida Sin Alcohol A Base De Leche Y Cafe Soluble, En Capsulas",BEBIDAS ANALCOHÓLICAS,420.6,22.2,40.5,17.5,,29.4,380.9,4
Caramelos Duros Acidos Sabor A Frutilla,CARAMELOS Y GOLOSINAS,380.0,,94.0,,,14.0,0.0,4
Pan Lacteado Congelado,MASAS Y PANADERÍA,280.0,6.8,44.8,7.9,1.3,3.0,334.2,4
Frutas Secas Surtidas Tostadas Y Saladas,VEGETALES Y FRUTAS,608.0,25.2,18.0,52.0,7.2,,304.0,4
Queso Parmesano Rallado,QUESOS,410.0,34.0,6.0,32.0,,,1500.0,4
Caramelos Líquidos Ácidos Sabores Surtidos,CARAMELOS Y GOLOSINAS,265.0,0.0,65.0,0.0,0.0,60.0,115.0,4
"Queso De Leche De Oveja, Graso De Mediana Humedad",QUESOS,425.0,23.3,4.0,36.7,,5.0,670.0,4
Huevo De Chocolate Con Leche. Con Aromatizante Identico Al Natural Vainillina,CACAO Y CHOCOLATE,524.8,6.5,57.4,29.7,,57.4,110.9,4
Concentrado Simple De Tomates,VEGETALES Y FRUTAS,53.3,5.2,8.0,0.0,2.5,7.0,36.7,4
Pasta Dulce Con Avellanas Y Cacao,REPOSTERÍA Y CONFITERÍA,535.0,6.5,60.0,31.0,3.0,,42.0,4
Suplemento Dietario Dietetico A Base De Proteinas Y Fibra,SUPLEMENTOS Y DIETÉTICOS,393.6,22.5,30.8,18.4,12.1,2.5,402.5,4
Aderezo Agridulce A Base De Tomate Y Especias Sabor Ahumado,SALSAS Y ADEREZOS,162.5,1.2,40.4,,2.1,,1191.7,4
Queso Fundido Sabor Cheddar En Fetas,QUESOS,245.0,14.2,11.3,14.7,0.0,7.0,1576.7,4
Maiz Para Preparar Popchoclo En Microondas Sabor Manteca,VEGETALES Y FRUTAS,448.8,10.0,66.0,16.4,10.3,,718.0,4
Fideos De Sémola De Trigo Duro,PASTAS,351.2,13.8,70.0,1.2,3.0,4.0,7.5,4
Pastillas De Goma Fantasia Sabor Frutilla,CARAMELOS Y GOLOSINAS,315.0,5.2,72.5,0.0,0.0,,57.3,4
"Suplemento Dietario En Polvo Dietetico Para Preparar Bebida A Base De Leucina, Isoleucina Y Valina",SUPLEMENTOS Y DIETÉTICOS,65.8,,11.8,,,,0.0,4
Alimento Para Propósitos Médicos Específicos En Polvo Para Niños Mayores De 8 Años Y Adultos,SUPLEMENTOS Y DIETÉTICOS,297.0,,34.0,0.0,0.0,3.1,560.0,4
Duraznos En Trozos Comunes En Jarabe Concentrado,VEGETALES Y FRUTAS,68.6,0.5,18.9,,1.0,,8.9,4
Peras En Mitades Comunes En Jarabe Concentrado,VEGETALES Y FRUTAS,71.4,0.3,17.5,,1.6,18.6,14.6,4
Chocolate Con Leche De Cobertura,CACAO Y CHOCOLATE,552.0,7.0,54.0,34.6,2.4,52.0,102.0,4
Tomate Pelado Cubeteado En Jugo De Tomate,VEGETALES Y FRUTAS,20.8,1.1,3.0,0.3,0.8,,58.9,4
"Huevo De Chocolate Semiamargo Decorado, Relleno Con Caramelos Surtidos",CACAO Y CHOCOLATE,443.8,3.3,82.0,25.1,4.1,59.2,0.0,4
"Surtido De Chicles Confitados, Caramelos Blandos, Pastillas De Goma Fantasía Y Chupetines De Caramelo Duro",CARAMELOS Y GOLOSINAS,327.8,0.0,80.4,0.0,0.0,67.8,7.9,4
Suplemento Dietario En Polvo Dietetico Para Preparar Bebida A Base De Proteína De Suero,SUPLEMENTOS Y DIETÉTICOS,375.2,83.8,3.4,1.7,,,312.4,4
Tostadas,MASAS Y PANADERÍA,376.7,14.8,65.0,4.2,3.0,19.2,382.7,4
Turron De Mani,REPOSTERÍA Y CONFITERÍA,477.5,8.5,75.0,16.8,,65.0,0.0,4
Pastillas De Goma De Fantasia Sabor A Vainilla,CARAMELOS Y GOLOSINAS,313.3,1.8,73.3,0.0,0.0,70.0,5.0,4
Pulpa De Manzana,JUGOS,75.2,0.0,17.6,0.0,0.0,12.0,4.5,4
"Alimento Para Propósitos Médicos Específicos En Polvo, Para Niños De 1 A 10 Años",SUPLEMENTOS Y DIETÉTICOS,371.0,28.0,31.0,13.0,11.0,3.2,346.7,4
Pan Para Hamburguesa,MASAS Y PANADERÍA,263.6,6.9,50.1,4.1,2.4,16.2,292.3,4
Helado De Agua Sabor A Manzana,HELADOS,77.5,0.0,19.2,0.0,0.0,20.0,0.0,4
Bizcochos Dulces,GALLETITAS Y BARRAS,425.0,6.0,54.8,18.3,1.5,,169.6,4
Quinua,CEREALES Y HARINAS,337.8,8.9,61.1,5.9,2.2,3.0,13.3,4
Grasa Bovina,ACEITES Y GRASAS,900.0,,,99.0,,,5.0,4
Azucar Rubio Organico,AZÚCARES Y EDULCORANTES,400.0,,100.0,,,100.0,0.0,4
Helado Sabor A Vainilla,HELADOS,125.0,2.8,18.3,2.5,0.0,26.7,41.7,4
Azúcar Rubio,AZÚCARES Y EDULCORANTES,390.0,0.0,96.0,0.0,0.0,92.0,0.0,4
Maiz Pisado,CEREALES Y HARINAS,355.0,8.6,75.0,4.6,1.0,0.0,0.0,4
Helado Sabor Americana,HELADOS,160.0,4.1,26.2,4.2,0.0,25.0,55.0,4
Mermelada De Guayaba,CONFITURAS Y DULCES,272.5,,65.0,,3.2,75.0,0.0,4
Helado Sabor Frutilla,HELADOS,152.7,3.6,24.5,4.5,5.4,25.0,48.7,4
Higo En Almibar,CONFITURAS Y DULCES,206.8,0.5,51.4,,0.8,48.6,0.0,4
Mamon En Almibar,CONFITURAS Y DULCES,188.6,,46.8,,2.1,45.4,0.0,4
"Salsa A Base De Tomate, Cebolla, Aceite De Girasol, Ajo Y Orégano",VEGETALES Y FRUTAS,56.7,1.2,8.5,2.0,1.3,5.8,333.3,4
Pepinitos En Vinagre De Alcohol,VEGETALES Y FRUTAS,12.0,0.0,1.3,0.0,1.0,1.4,810.0,4
Extracto Doble De Tomate,VEGETALES Y FRUTAS,126.7,7.0,28.0,,5.0,38.0,320.0,4
"Salsa A Base De Tomate, Cebolla, Pimiento, Aceite De Girasol, Ajo, Romero Y Albahaca",VEGETALES Y FRUTAS,58.3,1.3,8.8,2.0,1.5,6.5,466.7,4
Aceitunas Verdes Rellenas Con Almendras En Aceite De Girasol,VEGETALES Y FRUTAS,242.5,3.0,14.0,22.2,0.0,12.5,1440.0,4
Yerba Mate Elaborada Con Palo Para Terere,TÉ E INFUSIONES,64.0,2.1,14.9,0.0,1.5,4.6,15.0,4
Fideos Al Huevo,PASTAS,281.0,9.4,54.5,1.0,1.8,0.0,360.1,4
Arvejas,VEGETALES Y FRUTAS,311.7,21.7,55.8,2.8,11.7,3.3,16.7,4
Lentejon,VEGETALES Y FRUTAS,360.8,21.7,60.8,0.6,5.3,2.0,63.3,4
Harina De Maiz,CEREALES Y HARINAS,355.0,7.6,77.0,0.9,3.3,0.0,13.5,4
Semillas De Sésamo,SEMILLAS Y FRUTOS SECOS,576.7,18.7,19.0,49.0,13.0,0.0,0.0,4
Pasas De Uva En Grano,VEGETALES Y FRUTAS,316.7,1.8,81.0,0.5,2.2,65.3,54.0,4
Ajo Deshidratado,VEGETALES Y FRUTAS,310.0,14.0,61.5,0.0,0.0,30.0,0.0,4
Arroz Parboil Tipo Largo Fino Calidad 00000,CEREALES Y HARINAS,336.0,7.0,78.0,0.0,1.9,0.0,0.0,4
Pan Congelado,MASAS Y PANADERÍA,214.0,4.3,41.0,5.4,0.5,3.2,240.0,4
Pan De Viena Congelado,MASAS Y PANADERÍA,243.0,4.0,42.0,6.3,0.9,2.0,190.0,4
Dulce De Naranja,CONFITURAS Y DULCES,260.0,1.8,65.0,0.0,0.0,59.8,0.0,4
Facturas,SIN CATEGORÍA,375.0,9.0,65.5,8.9,2.0,14.7,203.8,4
Alfajor Relleno De Dulce De Leche,GALLETITAS Y BARRAS,354.3,6.0,50.5,12.2,0.7,22.5,101.9,4
Helado De Crema Sabor Frutos Del Bosque,HELADOS,191.8,3.3,28.0,7.9,0.1,25.1,42.4,4
Mermelada De Grosella,CONFITURAS Y DULCES,240.0,0.0,60.0,0.0,0.0,60.0,0.0,4
Mermelada De Cassis,CONFITURAS Y DULCES,205.0,0.0,54.2,0.0,3.5,49.0,0.0,4
Mermelada De Calafate,CONFITURAS Y DULCES,220.0,5.0,55.0,,5.0,47.5,0.0,4
Mermelada De Arándano,CONFITURAS Y DULCES,240.0,0.0,60.0,0.0,,55.0,0.0,4
Helado De Agua Sabor Frutilla Aromatizado Con Esencia Artificial,HELADOS,77.5,0.0,19.2,0.0,0.0,20.0,0.0,4
Helado De Agua Sabor A Limón,HELADOS,111.7,,27.5,,,26.8,11.0,4
Helado De Agua Sabor Frambuesa,HELADOS,127.3,0.0,31.2,0.0,1.5,20.0,0.0,4
Helado De Crema De Chocolate Blanco,HELADOS,205.8,3.8,25.8,8.7,0.0,25.0,62.5,4
Pan Para Pancho,MASAS Y PANADERÍA,248.0,6.4,50.0,1.8,1.4,24.4,360.0,4
Pan Para Pebete,MASAS Y PANADERÍA,236.0,6.4,48.0,1.8,1.0,44.0,358.0,4
Harina De Fruto De Algarrobo Blanco,CEREALES Y HARINAS,322.7,8.3,73.0,1.4,22.0,60.0,17.5,4
Helado De Agua Sabor Artificial A Uva,HELADOS,69.2,,17.3,,,14.5,0.0,4
Helado De Agua Sabor Artificial A Vainilla,HELADOS,69.2,,17.3,,,14.5,0.0,4
Porotos Rojos Secos Remojados,VEGETALES Y FRUTAS,73.8,6.0,11.5,0.0,6.3,0.9,36.2,4
Crema Helada Sabor Vainilla,HELADOS,196.5,3.6,22.9,8.7,0.2,20.8,53.2,4
Crema Helada Sabor Americana,HELADOS,191.7,4.3,23.4,7.9,,20.8,59.2,4
Polen,CONFITURAS Y DULCES,380.5,16.8,60.0,6.8,4.5,75.2,0.0,4
Producto De Copetin A Base De Harina De Trigo,GALLETITAS Y BARRAS,346.0,8.0,54.0,12.0,2.4,0.0,826.0,4
Masa Congelada A Base De Fécula De Mandioca Y Queso Para Preparar Chipa,MASAS Y PANADERÍA,560.0,5.8,36.0,20.7,0.2,,526.0,4
"Huevo De Chocolate Con Leche Aromatizado Con Vainillina, Relleno Con Chocolate Con Leche Confitado",CACAO Y CHOCOLATE,545.3,7.6,55.3,32.3,0.4,54.7,72.7,4
Manteca De Maní,VEGETALES Y FRUTAS,587.5,24.8,10.5,49.0,9.2,5.2,135.0,4
Salsa Golf,SALSAS Y ADEREZOS,350.0,0.0,12.5,33.3,0.0,8.5,789.6,4
"Queso Reggianito Rallado, Sin Deshidratar",QUESOS,390.0,38.0,9.8,26.0,0.3,0.0,1140.0,4
Mermelada De Naranja Reducida En Calorias,CONFITURAS Y DULCES,137.5,2.0,33.8,0.6,0.8,23.8,0.0,4
Endulzante De Mesa. Alimento Dietetico,AZÚCARES Y EDULCORANTES,0.0,0.0,93.8,0.0,0.0,93.8,0.0,4
Conserva De Porotos Alubia Secos Remojados,VEGETALES Y FRUTAS,85.4,5.8,13.8,0.9,3.6,0.7,141.2,4
