rnpa,name,marca,categoria,unidad,calories,protein,carbs,fat,fat_sat,fat_trans,fiber,sugar,sodium,provincia
23-059765,ALFAJORES RELLENOS CON DULCE DE LECHE CON COBERTURA DE CHOCOLATE (LA QUEBRADITA),LA QUEBRADITA,ALFAJORES,g,465.0,10.25,50.0,25.0,18.25,,,37.5,285.0,Datos alimentos TUCUMAN 23
23-059764,ALFAJORES RELLENOS CON DULCE  DE LECHE CON COBERTURA DE GLASE (LA QUEBRADITA),LA QUEBRADITA,ALFAJORES,g,452.5,10.25,55.0,21.25,12.0,,,40.0,297.5,Datos alimentos TUCUMAN 23
23-059763,JARABE DE GLUCOSA (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059762,AZUCAR COMUN TIPO ´A´ (DON ANDRES),DON ANDRES,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,100.0,0.0,Datos alimentos TUCUMAN 23
23-059761,MEZCLA DE FRUTOS SECOS (OCTAVIANO),OCTAVIANO,VEGETALES Y FRUTAS,g,673.33,17.33,15.33,60.0,6.0,,6.0,,0.0,Datos alimentos TUCUMAN 23
23-059760,PASTA DE MANÍ CON CHOCOLATE SABOR AVELLANA (BORIS),BORIS,VEGETALES Y FRUTAS,g,540.0,16.5,33.0,38.0,7.5,,6.5,,115.0,Datos alimentos TUCUMAN 23
23-059759,PASTA DE MANÍ CON CHOCOLATE BLANCO Y COCO (BORIS),BORIS,VEGETALES Y FRUTAS,g,575.0,14.0,31.5,43.5,12.5,,5.5,,85.0,Datos alimentos TUCUMAN 23
23-059758,GERMEN DE MAíZ (ARCOR),ARCOR,CEREALES Y HARINAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059757,ALMIDóN DE MAíZ MODIFICADO (MISKY),MISKY,CEREALES Y HARINAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059756,ALMIDóN DE MAíZ (MISKY),MISKY,CEREALES Y HARINAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059755,ALMIDóN DE MAíZ MODIFICADO (ACETAL 700),ACETAL 700,CEREALES Y HARINAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059754,JARABE DE ISOMALTOOLIGOSACáRIDOS (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059753,JARABE DE GLUCOSA (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059752,JARABE DE GLUCOSA (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059751,JARABE DE GLUCOSA (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059750,JARABE DE GLUCOSA (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059749,JARABE DE GLUCOSA (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059747,JARABE DE GLUCOSA (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059746,JARABE DE GLUCOSA (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059745,JARABE DE GLUCOSA (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059744,JARABE DE GLUCOSA (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059743,JARABE DE GLUCOSA (ARCOR),ARCOR,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059742,PASTA DE MANÍ CON CHOCOLATE SEMIAMARGO (TNC),TNC,VEGETALES Y FRUTAS,g,590.0,25.0,16.5,47.0,6.0,,7.5,,0.0,Datos alimentos TUCUMAN 23
23-059741,"MEZCLA DE MANGO, DURAZNO, MELÓN Y ANANÁ CONGELADA - LISTA PARA CONSUMO DIRECTO (ALIF AGRO)",ALIF AGRO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059740,HIGO CONGELADO (ALIF AGRO),ALIF AGRO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059739,PAPAYA CONGELADA (ALIF AGRO),ALIF AGRO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059738,KIWI CONGELADO (ALIF AGRO),ALIF AGRO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059737,SODA (AMANZI),AMANZI,AGUAS,-,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059736,AZUCAR RUBIO (S/M),S/M,AZÚCARES Y EDULCORANTES,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059735,"PASTAS FRESCAS RELLENAS -RAVIOLES DE RICOTA, QUESOS CUARTIROLO, TYBO Y SARDO (DON TICO)",DON TICO,PASTAS,g,297.0,10.0,54.0,4.6,1.9,,2.0,,558.0,Datos alimentos TUCUMAN 23
23-059734,PASTAS FRESCAS RELLENAS -  RAVIOLES DE CARNE (DON TICO),DON TICO,PASTAS,g,304.0,13.0,53.0,4.4,1.3,,1.9,,536.0,Datos alimentos TUCUMAN 23
23-059733,LONDON DRY GIN (JARDíN ESCONDIDO),JARDíN ESCONDIDO,BEBIDAS ALCOHÓLICAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059732,AZUCAR COMUN TIPO A (CHECK),CHECK,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,100.0,0.0,Datos alimentos TUCUMAN 23
23-059731,QUINOA INFLADA (OCTAVIANO),OCTAVIANO,CEREALES Y HARINAS,g,393.33,13.0,70.0,6.67,,,6.67,,6.67,Datos alimentos TUCUMAN 23
23-059730,PASTA DE MANI CON SEMILLAS (BORIS),BORIS,VEGETALES Y FRUTAS,g,595.0,24.5,14.5,49.0,6.0,,10.5,,0.0,Datos alimentos TUCUMAN 23
23-059729,AZUCAR COMUN TIPO A (MAROLIO),MAROLIO,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059728,AZUCAR COMUN TIPO A (CUISINE & CO),CUISINE & CO,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059727,"MEZCLA DE FRUTILLA, ARANDANO Y FRAMBUESA CONGELADA - LISTA PARA EL CONSUMO DIRECTO (ALIF AGRO)",ALIF AGRO,VEGETALES Y FRUTAS,g,45.71,0.79,11.43,0.36,,,3.07,,1.0,Datos alimentos TUCUMAN 23
23-059726,"MELÓN EN CUBOS CONGELADO , LISTO PARA EL CONSUMO DIRECTO LIBRE DE GLUTEN (ALIF AGRO)",ALIF AGRO,VEGETALES Y FRUTAS,g,54.0,0.9,12.4,0.1,,,0.7,,17.0,Datos alimentos TUCUMAN 23
23-059725,LIMA CONGELADA IQF (KB FROZEN),KB FROZEN,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059724,"DURAZNO EN FETAS CONGELADO , LISTO PARA EL CONSUMO DIRECTO (ALIF AGRO)",ALIF AGRO,VEGETALES Y FRUTAS,g,39.0,0.9,9.5,0.2,0.02,,1.5,,0.0,Datos alimentos TUCUMAN 23
23-059723,AZUCAR COMUN TIPO ´A´ (CRISTAL),CRISTAL,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059722,"MEZCLA DE FRUTILLA, ARÁNDANO Y ZARZAMORA CONGELADA - LISTA PARA EL CONSUMO DIRECTO (ALIF AGRO)",ALIF AGRO,VEGETALES Y FRUTAS,g,44.29,0.86,10.71,0.36,,,2.79,,0.93,Datos alimentos TUCUMAN 23
23-059721,"MEZCLA DE ARANDANO, ZARZAMORA Y FRAMBUESA CONGELADA - LISTA PARA CONSUMO DIRECTO (ALIF AGRO)",ALIF AGRO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059720,ZARZAMORA CONGELADA (ALIF AGRO),ALIF AGRO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059719,"ANANÁ EN CUBOS CONGELADO , LISTO PARA EL CONSUMO DIRECTO (ALIF AGRO)",ALIF AGRO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059718,"MANGO EN FETAS CONGELADO , LISTO PARA EL CONSUMO DIRECTO LIBRE DE GLUTEN (ALIF AGRO)",ALIF AGRO,VEGETALES Y FRUTAS,g,60.0,0.8,15.0,0.4,0.1,,1.6,,1.0,Datos alimentos TUCUMAN 23
23-059717,POLEN (DULCE COLMENA),DULCE COLMENA,CONFITURAS Y DULCES,g,350.0,16.5,65.0,7.5,2.5,,2.0,,0.0,Datos alimentos TUCUMAN 23
23-059716,MIEL (LA MIELERA),LA MIELERA,CONFITURAS Y DULCES,g,320.0,,80.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059715,MIEL (DULCE COLMENA),DULCE COLMENA,CONFITURAS Y DULCES,g,330.0,,80.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059714,MEZCLA DE FRUTOS SECOS Y MANI SALADO (OCTAVIANO),OCTAVIANO,VEGETALES Y FRUTAS,g,673.33,18.67,14.67,60.0,7.33,,8.67,,386.67,Datos alimentos TUCUMAN 23
23-059713,"MEZCLA DE CEREALES, ALMENDRAS Y SEMILLAS DE GIRASOL (OCTAVIANO)",OCTAVIANO,CEREALES Y HARINAS,g,447.5,14.25,52.5,20.0,1.75,,7.5,,132.5,Datos alimentos TUCUMAN 23
23-059712,MEZCLA DE SEMILLAS (OCTAVIANO),OCTAVIANO,VEGETALES Y FRUTAS,g,520.0,17.33,23.33,40.0,4.0,,20.67,,20.0,Datos alimentos TUCUMAN 23
23-059711,AZUCAR RUBIO (OCTAVIANO),OCTAVIANO,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059710,FIDEOS DE SéMOLA DE TRIGO CANDEAL (CUISINE & CO),CUISINE & CO,PASTAS,g,341.25,11.25,71.25,1.12,,,3.0,,10.0,Datos alimentos TUCUMAN 23
23-059709,NUECES SIN CASCARA EN MITADES ELEGIDAS (OCTAVIANO),OCTAVIANO,VEGETALES Y FRUTAS,g,666.67,14.0,13.33,62.0,5.33,,5.33,,0.0,Datos alimentos TUCUMAN 23
23-059708,ALMENDRAS SIN CASCARA MEDIANAS ELEGIDAS (OCTAVIANO),OCTAVIANO,VEGETALES Y FRUTAS,g,646.67,20.0,6.67,59.33,5.33,,6.67,,0.0,Datos alimentos TUCUMAN 23
23-059707,AVENA ARROLLADA (OCTAVIANO),OCTAVIANO,CEREALES Y HARINAS,g,360.0,14.33,60.0,7.0,1.33,,9.67,,0.0,Datos alimentos TUCUMAN 23
23-059706,HARINA DE ALMENDRAS (OCTAVIANO),OCTAVIANO,CEREALES Y HARINAS,g,620.0,24.0,14.0,52.0,4.0,,11.6,,0.0,Datos alimentos TUCUMAN 23
23-059705,PAN INTEGRAL (LA PANERITA),LA PANERITA,MASAS Y PANADERÍA,g,324.0,11.0,60.0,4.4,0.4,,7.6,0.0,298.0,Datos alimentos TUCUMAN 23
23-059704,OBLEA DULCE (PRODUCTOS NAHUEL),PRODUCTOS NAHUEL,GALLETITAS Y BARRAS,g,416.67,7.0,83.33,6.0,2.0,,4.0,,0.0,Datos alimentos TUCUMAN 23
23-059703,"MEZCLA DE FRUTILLA, ARANDANO, ZARZAMORA Y FRAMBUESA CONGELADA - LISTA PARA CONSUMO DIRECTO LIBRE DE GLUTEN (ALIF AGRO)",ALIF AGRO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059702,SODA (SODERIA FLORES),SODERIA FLORES,AGUAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059701,COLACIÓN DE DULCE DE LECHE CUBIERTA CON CHOCOLATE (ALFAJORES DEL TUCUMÁN),ALFAJORES DEL TUCUMÁN,ALFAJORES,g,348.0,7.0,54.0,11.6,7.2,,1.0,,80.0,Datos alimentos TUCUMAN 23
23-059700,NUEZ CONFITADA BAÑADA CON CHOCOLATE (ALFAJORES DEL TUCUMÁN),ALFAJORES DEL TUCUMÁN,CACAO Y CHOCOLATE,g,450.0,7.25,50.0,24.5,7.75,,2.5,,62.5,Datos alimentos TUCUMAN 23
23-059699,ARANDANO CONGELADO. LIBRE DE GLUTEN. SIN T.A.C.C. (ALIF AGRO),ALIF AGRO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059698,FRUTILLA CONGELADA (ALIF AGRO),ALIF AGRO,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059697,PULPA DE MANGO CONGELADA IQF LIBRE DE GLUTEN (KINGBERRY),KINGBERRY,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059696,CHUPETINES DE CARAMELO DURO SABORES A ANANA RELLENOS CON CHICLE SABOR A TUTTI FRUTTI (MR POPS EVOLUTION),MR POPS EVOLUTION,CARAMELOS Y GOLOSINAS,g,377.78,,94.44,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059695,"CHUPETINES DE CARAMELO DURO SABORES A UVA-CEREZA, BLUEBERRY-MANDARINA Y LIMON-TUTTI FRUTTI. (MISKY)",MISKY,CARAMELOS Y GOLOSINAS,g,388.0,,96.0,,,,,72.0,0.0,Datos alimentos TUCUMAN 23
23-059694,CARAMELOS MASTICABLES SABOR A TUTTI FRUTTI. (MISKY),MISKY,CARAMELOS Y GOLOSINAS,g,378.79,,85.86,3.54,1.52,,,,0.0,Datos alimentos TUCUMAN 23
23-059693,"CARAMELOS MASTICABLES SABORES SURTIDOS A CEREZA, UVA, TUTTI FRUTTI Y MANDARINA. (ARCOR)",ARCOR,CARAMELOS Y GOLOSINAS,g,378.79,,85.86,3.54,1.52,,,,0.0,Datos alimentos TUCUMAN 23
23-059692,AZUCAR RUBIO (ARGENTBIO),ARGENTBIO,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059691,AZUCAR RUBIO ORGANICO (ARGENTBIO),ARGENTBIO,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059690,GALLETITAS TIPO CRACKERS CON SALVADO (COOPERATIVA),COOPERATIVA,GALLETITAS Y BARRAS,g,423.33,10.0,66.67,13.0,5.0,,7.0,,650.0,Datos alimentos TUCUMAN 23
23-059689,AZUCAR COMUN TIPO A (LA MINUCHA),LA MINUCHA,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,,Datos alimentos TUCUMAN 23
23-059688,AGUA DE MESA (SODERIA FLORES),SODERIA FLORES,AGUAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059687,AZUCAR COMUN TIPO ´ A´ (RIO MARAPA),RIO MARAPA,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059686,AZUCAR COMUN TIPO ´A´ (SAN VICENTE),SAN VICENTE,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059685,AZUCAR RUBIO (LOS CEIBOS),LOS CEIBOS,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059683,CARAMELOS DUROS SABOR A FRUTILLA Y MENTOL FORTIFICADOS CON VITAMINAS C Y E. LIBRE DE GLUTEN. SIN TACC. (MENTHOPLUS),MENTHOPLUS,CARAMELOS Y GOLOSINAS,g,382.65,,96.94,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059682,CARAMELOS DUROS SABOR A LIMÓN Y MENTOL FORTIFICADOS CON VITAMINAS C Y E. LIBRE DE GLUTEN. SIN TACC. (MENTHOPLUS),MENTHOPLUS,CARAMELOS Y GOLOSINAS,g,382.65,,96.94,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059681,CARAMELOS DUROS SABOR A CEREZA Y MENTOL (ALKA),ALKA,CARAMELOS Y GOLOSINAS,g,384.35,0.0,95.24,0.0,0.0,0.0,0.0,71.43,0.0,Datos alimentos TUCUMAN 23
23-059680,CARAMELOS DUROS SABOR MENTOL Y EUCALIPTO (ALKA),ALKA,CARAMELOS Y GOLOSINAS,g,387.76,0.0,95.24,0.0,0.0,0.0,0.0,71.43,0.0,Datos alimentos TUCUMAN 23
23-059679,CARAMELOS DUROS SABOR A MENTA (ALKA),ALKA,CARAMELOS Y GOLOSINAS,g,387.76,0.0,95.24,0.0,0.0,0.0,0.0,74.83,0.0,Datos alimentos TUCUMAN 23
23-059678,CARAMELOS DUROS SABOR A MENTA. LIBRE DE GLUTEN. SIN TACC. (MENTHOPLUS),MENTHOPLUS,CARAMELOS Y GOLOSINAS,g,387.76,,95.24,,,,,74.83,0.0,Datos alimentos TUCUMAN 23
23-059677,"CARAMELOS DUROS SABOR A MIEL, MENTOL Y EUCALIPTO (MENTHOPLUS)",MENTHOPLUS,CARAMELOS Y GOLOSINAS,g,387.76,0.0,95.24,0.0,0.0,0.0,0.0,74.83,0.0,Datos alimentos TUCUMAN 23
23-059676,CARAMELOS DUROS SABOR A MENTOL Y EUCALIPTO. (MENTHOPLUS),MENTHOPLUS,CARAMELOS Y GOLOSINAS,g,387.76,0.0,95.24,0.0,0.0,0.0,0.0,74.83,0.0,Datos alimentos TUCUMAN 23
23-059675,"CARAMELOS DUROS SABOR A CEREZA, MENTOL Y EUCALIPTO. (MENTHOPLUS)",MENTHOPLUS,CARAMELOS Y GOLOSINAS,g,387.76,,95.24,,,,,74.83,0.0,Datos alimentos TUCUMAN 23
23-059674,CARAMELOS DUROS SABOR MENTOL Y EUCALIPTO. (MENTHOPLUS),MENTHOPLUS,CARAMELOS Y GOLOSINAS,g,387.76,0.0,95.24,0.0,0.0,0.0,0.0,74.83,0.0,Datos alimentos TUCUMAN 23
23-059673,PASAS DE UVA. LIBRE DE GLUTEN (ARCOR NATURAL BREAK),ARCOR NATURAL BREAK,VEGETALES Y FRUTAS,g,300.0,2.67,70.0,0.33,,,4.33,,496.67,Datos alimentos TUCUMAN 23
23-059672,TOMATE TRITURADO (DON EMILIO),DON EMILIO,VEGETALES Y FRUTAS,g,33.33,1.33,4.67,1.0,,,1.0,,50.0,Datos alimentos TUCUMAN 23
23-059671,PAN TIPO VIENA (EL MUNDO),EL MUNDO,MASAS Y PANADERÍA,g,356.0,8.0,68.0,5.8,2.4,,2.6,8.6,296.0,Datos alimentos TUCUMAN 23
23-059670,SNACK - BATATAS FRITAS (CRUNCH SNACKS),CRUNCH SNACKS,GALLETITAS Y BARRAS,g,536.0,5.2,64.0,28.8,2.8,0.0,10.0,12.8,560.0,Datos alimentos TUCUMAN 23
23-059669,PRODUCTO PARA COPETIN - PAPAS FRITAS SABOR A QUESO CHEDDAR (FACU SNACKS),FACU SNACKS,GALLETITAS Y BARRAS,g,552.0,4.0,44.0,40.0,4.0,,4.0,,800.0,Datos alimentos TUCUMAN 23
23-059668,GIN (YUNGAS),YUNGAS,BEBIDAS ALCOHÓLICAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059667,MEJORADOR DIASTÁSICO (HUDSON),HUDSON,VEGETALES Y FRUTAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059666,"MEZCLA DE MANI, FRUTAS DESHIDRATADAS Y FRUTOS SECOS (KIPPER´S)",KIPPER´S,VEGETALES Y FRUTAS,g,528.0,14.6,32.0,38.0,9.0,,8.2,,48.0,Datos alimentos TUCUMAN 23
23-059665,PRODUCTO PARA COPETIN - PAPAS FRITAS (FACU SNACK`S),FACU SNACK`S,GALLETITAS Y BARRAS,g,552.0,4.0,44.0,40.0,4.0,,4.0,,448.0,Datos alimentos TUCUMAN 23
23-059664,SNACK - PAPAS FRITAS SABOR A CEBOLLA Y CREMA (FACU SNACK´S),FACU SNACK´S,GALLETITAS Y BARRAS,g,720.0,8.8,72.0,44.0,4.4,0.0,9.2,3.6,340.0,Datos alimentos TUCUMAN 23
23-059663,SNACK - PAPAS FRITAS SABOR A JAMÓN SERRANO (FACU SNACK´S),FACU SNACK´S,GALLETITAS Y BARRAS,g,732.0,8.4,76.0,44.0,4.4,0.0,8.8,3.6,600.0,Datos alimentos TUCUMAN 23
23-059662,ARANDANOS ROJOS DESHIDRATADOS. LIBRE DE GLUTEN (ARCOR NATURAL BREAK),ARCOR NATURAL BREAK,VEGETALES Y FRUTAS,g,310.0,,74.0,1.0,,,4.8,,498.0,Datos alimentos TUCUMAN 23
23-059661,MANI TOSTADO. LIBRE DE GLUTEN (ARCOR NATURAL BREAK),ARCOR NATURAL BREAK,VEGETALES Y FRUTAS,g,600.0,28.0,8.67,50.0,8.0,,8.0,,500.0,Datos alimentos TUCUMAN 23
23-059660,CASTAÑAS DE CAJU. LIBRE DE GLUTEN (ARCOR NATURAL BREAK),ARCOR NATURAL BREAK,VEGETALES Y FRUTAS,g,600.0,18.67,28.67,45.33,8.0,,3.33,,506.67,Datos alimentos TUCUMAN 23
23-059659,ALMENDRAS TOSTADAS. LIBRE DE GLUTEN (ARCOR NATURAL BREAK),ARCOR NATURAL BREAK,VEGETALES Y FRUTAS,g,593.33,20.0,10.67,52.0,4.0,,9.33,,500.0,Datos alimentos TUCUMAN 23
23-059658,AVENA ARROLLADA (MOLINOS JOSÉ LÓPEZ),MOLINOS JOSÉ LÓPEZ,CEREALES Y HARINAS,g,360.0,14.33,60.0,7.0,1.33,,9.67,,0.0,Datos alimentos TUCUMAN 23
23-059657,RON (IBATíN),IBATíN,BEBIDAS ALCOHÓLICAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059656,RON (IBATIN),IBATIN,BEBIDAS ALCOHÓLICAS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059655,PASTAS FRESCAS RELLENAS - RAVIOLES CON RICOTA Y JAMÓN (LA SICILIANA),LA SICILIANA,PASTAS,g,286.0,10.0,52.0,4.2,1.8,,1.9,,574.0,Datos alimentos TUCUMAN 23
23-059654,PASTAS FRESCAS RELLENAS - RAVIOLES CON VERDURA Y RICOTA (LA SICILIANA),LA SICILIANA,PASTAS,g,267.0,8.3,53.0,2.4,0.9,,2.2,,529.0,Datos alimentos TUCUMAN 23
23-059653,TAPAS PARA PASCUALINA (LA SICILIANA),LA SICILIANA,MASAS Y PANADERÍA,g,340.0,6.0,46.67,14.33,7.67,,1.67,,426.67,Datos alimentos TUCUMAN 23
23-059652,TAPAS PARA EMPANADAS (LA SICILIANA),LA SICILIANA,MASAS Y PANADERÍA,g,340.0,6.0,46.67,14.33,7.67,,1.67,,426.67,Datos alimentos TUCUMAN 23
23-059651,EXTRACTO CONCENTRADO DE LIMON (ALSA),ALSA,JUGOS,g,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059650,AZúCAR COMúN TIPO ´A´ (LA PRINCIPAL),LA PRINCIPAL,AZÚCARES Y EDULCORANTES,g,400.0,,100.0,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059649,CHUPETINES DE CARAMELO DURO SABOR A TUTTI FRUTTI RELLENOS CON CHICLE SABOR A TUTTI FRUTTI. LIBRE DE GLUTEN (MISTER POPS EVOLUTION),MISTER POPS EVOLUTION,CARAMELOS Y GOLOSINAS,g,377.78,,94.44,,,,,66.67,0.0,Datos alimentos TUCUMAN 23
23-059648,CHUPETINES DE CARAMELO DURO SABOR A TUTTI FRUTTI. LIBRE DE GLUTEN (MISTER POPS),MISTER POPS,CARAMELOS Y GOLOSINAS,g,386.36,,95.45,,,,,,0.0,Datos alimentos TUCUMAN 23
23-059647,BARRA DE CEREALES CON ALMENDRAS Y MANI SABOR CHOCOLATE (KIPPERS),KIPPERS,REPOSTERÍA Y CONFITERÍA,g,470.0,10.33,70.0,16.67,4.67,,5.67,,80.0,Datos alimentos TUCUMAN 23
23-059646,BARRA DE SEMILLAS Y  FRUTOS SECOS (KIPPER´S),KIPPER´S,REPOSTERÍA Y CONFITERÍA,g,521.05,13.95,39.47,34.21,3.95,,7.11,,6.05,Datos alimentos TUCUMAN 23
23-059645,"BARRA DE CEREALES, MANI,  FRUTOS SECOS Y SEMILLAS SABOR MANZANA (KIPPER´S)",KIPPER´S,REPOSTERÍA Y CONFITERÍA,g,470.0,11.33,66.67,17.67,1.67,,5.33,,66.67,Datos alimentos TUCUMAN 23
23-059644,"MEZCLA DE MANI CON CHOCOLATE, NUECES Y ALMENDRAS (KIPPER´S)",KIPPER´S,VEGETALES Y FRUTAS,g,560.0,15.8,30.0,42.0,7.2,,5.8,,16.0,Datos alimentos TUCUMAN 23
23-059643,PAN DE HAMBURGUESA (LA EUROPEA),LA EUROPEA,MASAS Y PANADERÍA,g,278.0,8.0,58.0,2.0,,,,,412.0,Datos alimentos TUCUMAN 23
23-059642,CHORIZO FRESCO DE CERDO CON QUESO SARDO (BELLA VISTA MANUFACTURIN SRL),BELLA VISTA MANUFACTURIN SRL,CARNES Y CHACINADOS,g,253.85,18.46,,20.0,10.77,,,,749.23,Datos alimentos TUCUMAN 23
23-059641,CHORIZO FRESCO DE CERDO CON QUESO ROQUEFORT (DE CARNE SOMOS),DE CARNE SOMOS,CARNES Y CHACINADOS,g,229.23,24.62,0.15,14.46,6.77,0.0,0.0,0.0,761.54,Datos alimentos TUCUMAN 23
23-059640,CHORIZO FRESCO DE  CERDO CON QUESO CHEDDAR (DE CARNE SOMOS),DE CARNE SOMOS,CARNES Y CHACINADOS,g,227.69,15.38,0.0,18.46,7.54,0.0,0.0,0.0,766.15,Datos alimentos TUCUMAN 23
23-059639,AGUA DE MESA ENVASADA GASIFICADA (AXIS),AXIS,AGUAS,ml,,,,,,,,,,Datos alimentos TUCUMAN 23
23-059638,MEZCLA DE SEMILLAS Y FRUTOS SECOS (KIPPER´S),KIPPER´S,VEGETALES Y FRUTAS,g,604.0,26.0,12.2,50.0,5.0,,8.4,,42.0,Datos alimentos TUCUMAN 23
23-059637,CHORIZO FRESCO  DE CERDO CON CHAMPAN Y NUEZ (BELLA VISTA MANUFACTURIN SRL),BELLA VISTA MANUFACTURIN SRL,CARNES Y CHACINADOS,g,253.85,18.46,,20.0,10.77,,,,749.23,Datos alimentos TUCUMAN 23
23-059636,CHORIZO FRESCO DE CERDO AL VINO TINTO (BELLA VISTA MANUFACTURIN SRL),BELLA VISTA MANUFACTURIN SRL,CARNES Y CHACINADOS,g,253.85,18.46,,20.0,10.77,,,,749.23,Datos alimentos TUCUMAN 23
23-059635,SNACK - PAPAS FRITAS SABOR CREMA ÁCIDA Y CEBOLLA LIBRE DE GLUTEN (TAFÍ),TAFÍ,GALLETITAS Y BARRAS,g,528.0,6.8,48.0,34.4,4.0,,3.2,0.4,440.0,Datos alimentos TUCUMAN 23
23-059634,SNACK - PAPAS FRITAS SABOR LIMÓN (TAFÍ),TAFÍ,GALLETITAS Y BARRAS,g,520.0,6.4,56.0,30.0,3.2,,6.8,,552.0,Datos alimentos TUCUMAN 23
